Content,cleaned_content,EventId,EventTemplate,source,label,label_name
Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
PacketResponder 0 for block blk_549647953114643908 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126,block hostname user root sortrand _temporary _task_ _ _r_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
PacketResponder 1 for block blk_-165500353496111884 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477,block hostname user root sortrand _temporary _task_ _ _r_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
Receiving block blk_-9103764593642564543 src: /10.251.43.115:46385 dest: /10.251.43.115:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
PacketResponder 0 for block blk_3160319368100972992 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
PacketResponder 1 for block blk_4568377692254637284 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_7481361125021302112 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Receiving block blk_-522892190802801712 src: /10.251.74.134:39584 dest: /10.251.74.134:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Receiving block blk_-6329494504520216748 src: /10.251.25.237:39332 dest: /10.251.25.237:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685,block hostname user root sortrand _temporary _task_ _ _r_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_5114010683183383297 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
PacketResponder 1 for block blk_-7656610147924319419 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562,block hostname user root sortrand _temporary _task_ _ _r_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
PacketResponder 0 for block blk_-6500549130351529113 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Receiving block blk_-8255732027871411321 src: /10.251.39.179:33950 dest: /10.251.39.179:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
PacketResponder 2 for block blk_-2896670847306153652 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
PacketResponder 0 for block blk_-730776401372551814 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
PacketResponder 2 for block blk_-7553009628768897700 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
PacketResponder 2 for block blk_-1148756466197125339 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
PacketResponder 1 for block blk_9074030793567748915 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
PacketResponder 0 for block blk_3259872359515191972 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
PacketResponder 1 for block blk_5963816136267066159 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609,block hostname user root sortrand _temporary _task_ _ _r_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
Verification succeeded for blk_-1547954353065580372,verification succeeded for block_id,E14,Verification succeeded for blk_<*>,HDFS,0,Normal
Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Received block blk_7484759945731484842 of size 67108864 from /10.251.203.149,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-4110733372292809607 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Receiving block blk_-6543889749770222531 src: /10.251.107.98:56224 dest: /10.251.107.98:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Received block blk_-6979800421545566530 of size 67108864 from /10.250.10.176,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446,block hostname user root randtxt _temporary _task_ _ _m_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
PacketResponder 1 for block blk_-4799092443170733505 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258,block hostname user root randtxt _temporary _task_ _ _m_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
PacketResponder 2 for block blk_-5215520749152394224 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
PacketResponder 0 for block blk_397848436489409658 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-9181958042427679309 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
PacketResponder 1 for block blk_-4937215748597091532 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
Received block blk_-7514806214244798312 of size 67108864 from /10.250.15.101,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Received block blk_-7007208336332784130 of size 67108864 from /10.251.27.63,received block block_id of size num from ip_addr,E11,Received block blk_<*> of size <*> from /<*>,HDFS,0,Normal
Verification succeeded for blk_6996194389878584395,verification succeeded for block_id,E14,Verification succeeded for blk_<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
PacketResponder 1 for block blk_8060713381303305129 terminating,packetresponder for block block_id terminating,E10,PacketResponder <*> for block blk_<*> terminating,HDFS,0,Normal
Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010,receiving block block_id src ip_addr num dest ip_addr num,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS,0,Normal
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766,block hostname user root randtxt _temporary _task_ _ _m_ _ part num block_id,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS,0,Normal
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864,block hostname blockmap updated ip_addr num is added to block_id size num,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS,0,Normal
